id,title,overview,genres,keywords,popularity,rating,original_language,poster
98222,Volúpia de Mulher,"A jovem filha de colonos é expulsa de casa ao perder a virgindade e ficar grávida. Na capital, recusa-se a aderir à prostituição e, vagando sem destino, é acolhida por um travesti decadente. Ao dar a luz, conhece um arquiteto e pintor muito rico que lhe oferece emprego como modelo.",Drama,filme erótico,"0,774","4,1",pt,/zDEoeg90Apj2XaXSaoox2NY3y0y.jpg
1218687,Untitled Jewish Film,Um universitário judeu investiga uma célula neonazista após um ataque à sua sinagoga local.,"Drama, Crime","Sinagoga, vingança, crime de ódio, resistência anti-nazista, neonazistas, brasilizados, judeus, judeus, Sefarade","0,7734",0,pt,
1278021,Privadas de Suas Vidas,"Acidentes com privadas podem ser letais - a cerâmica é extremamente cortante. Então, cuidado com onde você senta, pois vem aí uma descarga de emoções.",Terror,"Brasileiro, horror","0,7727",0,pt,/rIVCkhxFRFO32IZDsJfF5jgAnaR.jpg
1117207,Medo Na Minha Pele,"Relatos fortes e imagens densas buscam traduzir o sentimento indescritível e assustador deixado pelo racismo. A obra é atravessada pela sensação constante de que o medo para pessoas negras, antes de qualquer coisa, passa pela pele",Documentário,,"0,7722",10,pt,/94Db1XjgHP4xoV2v4ORxSPPTVVM.jpg
1263160,Churrasco Normal Para Pessoas Normais (Com Carnes ao Ponto),"Um grupo de velhos amigos se reúne para um churrasco semestral na casa do anfitrião. Tudo parece bem, até que a jornada carnívora de celebração vai tomando um rumo inesperado e as verdadeiras relações entre personagens vão se revelando e mostrando que nem tudo é o que parece.","Terror, Comédia, Mistério","surreal, churrasco (churrasco), velhos amigos, comédia de terror, culto canibal, curta -metragem, cinema brasileiro, suspense psicológico, Weirdcore","0,7709",0,pt,/bqRGJ4K0gieUN2trGGiudgf8BTm.jpg
228152,Tudo Que Aprendemos Juntos,"Laerte (Lázaro Ramos) é um violinista que, após não passar em um teste para a OSESP, vai dar aulas em uma favela na periferia de São Paulo. Lá descobre um garoto com talento excepcional e por meio da música faz com que ele abandone o tráfico de drogas e dê um novo sentido para sua vida.","Drama, Música","Professor de música, música clássica, professora, música brasileira, favela","0,7692","6,6",pt,/uPNAZNUoySvmxaDJNu8YBe7tFBk.jpg
1062236,Girassol sem Sol,"Artur embarca em uma jornada existencial, no limiar entre nostálgicas memórias, aterradoras inseguranças e um fantástico e turbulento passado onde a sua faltosa mãe reside.",Drama,"Natureza, psicadeélico, flor, mãe e filho","0,7676",0,pt,/6JiUbcV181oGNmlKppUKp4JptEY.jpg
446566,Dia Estrelado,"Em um lugar inóspito, um menino e sua família lutam pela sobrevivência.","Animação, Drama","Stop Motion, animação de argila, curta -metragem","0,7675","5,5",pt,/nM1omLIH0FBreTlJP2PuRY11LY6.jpg
938300,Exorcistas Carinhosos,"Exorcistas Carinhosos, conta a história de dois ex padres idiotas, que são perseguidos por uma seita maligna em busca de um artefato que pode derrotar Lúcifer e seus demônios, e impedir assim o Apocalipse.  Cute Exorcist tells the story of two ex-priests who are persecuted by an evil sect in search of an artifact that can defeat Lucifer and his demons and thus prevent the Apocalypse.","Terror, Comédia, Fantasia","Exorcismo, exorcista","0,7675",10,pt,/6DOWlhkQEl0kMfZOv5kyI1db5zL.jpg
431175,Coragem,"Na periferia de São Paulo vive Felipe de Luna, um garoto diferente dos outros de sua comunidade. Apaixonado pela música erudita, ele aprendeu a tocar violoncelo e passou a se dedicar ao estudo musical. Quando um programa social promove aulas em sua região, De Luna conhece Diana Ligeti, membro de um renomado conservatório em Paris, que aposta no talento do garoto. Desse encontro, surgirá uma amizade capaz de superar qualquer desafio.",Documentário,"amizade, favela","0,7643",0,pt,/1SMc7Q6E4DsS44aQK4sI4Ck3Hoj.jpg
241644,O Dono da Bola,"Carlos Bronco é um malandro carioca que gosta de viver na moleza. Ele aceita participar do programa de TV do Canal 70 (TV Mares) intitulado ""O Dono da Bola"", para tentar receber o prêmio em dinheiro e doá-lo à Eva e seu avô, que estão em dificuldades financeiras e perdendo a casa onde moram para a Imobiliária Fortuna, que por sua vez pretende construir um edifício no local. Carlos é apaixonado por Eva, mas ela é atraída pelo amigo dele, Fernando, produtor de TV. Para vencer o programa, Carlos terá que derrotar o adversário Ronaldo em quatro tarefas. Carlos é muito esperto, mas Ronaldo além de sobrinho do dono da Imobiliária Fortuna, conta com a ajuda de Arquibaldo, ambos trapaceiros e dispostos a tudo para ganharem o prêmio.",Comédia,Chanchada,"0,7642",6,pt,/fNvwrhRXuxlpbKYlfBteG9TlpNm.jpg
1001989,A Menina que Nunca Viu o Mar,"Iara, uma jovem prestes a atingir a maioridade, sonha em conhecer o mar. Mas, ela vive no interior do Rio Grande do Norte com sua mãe, uma mulher cujos sonhos foram engolidos pelas ondas e que teme perder a filha.",Drama,"Mar, mãe, Bíblia, relações familiares, maioridade, religião, curta -metragem, mãe e filha, Potiguar","0,7642",10,pt,/7UGr4cyVDQ5nQzpfb8VCc5cD1qZ.jpg
1092710,Memória de uma Criança Afogada,Algumas memórias são como sonhos.,Documentário,"Nostalgia, memória, infância, crianças, infância, Criança","0,7635",10,pt,/nE8mxQ0a13OpAoCG381pTatUtDd.jpg
446225,Desagradável,"A Gangrena Gasosa, a primeira e única banda de Saravá Metal do universo se reúne com ex-integrantes para contar sua história. Dirigido por Fernando Rick, o documentário narra a trajetória de uma das bandas mais engraçadas e criativas do panorama brasileiro.","Música, Documentário","heavy metal, biografia, Umbanda, Gangrena Gasosa","0,7616",5,pt,/7v9DgYFFWBuGFzWijO3l4z6ire9.jpg
700127,Lulli,"Depois de um misterioso incidente, a estudante de medicina Lulli ganha a habilidade de ler os pensamentos de todos ao seu redor. Esse dom pode ser útil para a moça, mas também pode ser uma maldição.","Comédia, Romance, Fantasia",,"0,7616","5,862",pt,/ztJHKv6KSSgCTWAI2STrX2BeuJZ.jpg
725480,Do Observatório Eu Vi,"Nigim é um ufólogo da cidade de Passa Tempo em MG que registrou inúmeras aparições de ETs do Planeta de Jov. Mas agora, parece que quem está sendo observado é ele.","Ficção científica, Documentário, Família, Fantasia, História","Ufologia, Minas gerais, Brasil, ficção científica","0,7616","7,8",pt,/jRUl2oXzJHLBAZ8m08YyUdbpVUa.jpg
614282,Medida Provisória,"Em um futuro distópico, o governo brasileito decreta uma medida que obriga os cidadãos negros a migrarem para a África na intenção de retornar suas origens. Vendo-se no centro do terror, dois primos refugiam-se em um apartamento, onde debatem questões sociais e raciais, além de compartilharem dos mesmos anseios que envolvem a mudança de país.","Drama, Ficção científica","distopia, deportação, bunker, resistência não -violenta, racismo","0,7613","6,9",pt,/yqcMOzlR6UHhsCagmCaiaBHVjiL.jpg
70174,Desenrola,"Priscila tem 16 anos e é uma garota normal, mais normal do que gostaria. Mora com a mãe que viajou a trabalho por 20 dias, deixando a casa, pela primeira vez, só para ela. É neste curto espaço de tempo que sua vida passa por grandes mudanças e diversas outras “primeiras vezes” acontecem: ela se apaixona, leva um pé na bunda, se sente em perigo, paga o maior mico de sua vida, e, ainda por cima, rola “a” tal primeira vez. Aos poucos ela vai descobrindo que nada é exatamente como ela esperava: o cara perfeito não é tão perfeito assim, a garota incrível é insegura, o garoto boçal é até meio romântico e seu melhor amigo talvez não conte tudo que rola com ele.","Romance, Comédia","Romance, música brasileira","0,7609","7,2",pt,/szxcdngIz4SgYd2tG7yoNKTF1b6.jpg
535107,O Banquete,"Na época do Impeachment de Fernando Collor de Mello, um grupo de intelectuais se encontra em um jantar: uma grande atriz, um jornalista famoso, um advogado e sua esposa, uma crítica de teatro, um colunista e uma jovem atriz e modelo. O jornalista Mauro escreveu um artigo contra Collor e corre o risco de ser preso naquela noite. No jantar regado a muito vinho, conforme a tensão aumenta com a iminência da prisão, vários segredos públicos e privados vêm a tona.","Drama, Thriller","afetação, agressiva, política brasileira, casual, admirando, ambíguo, antagônico","0,7605","6,3",pt,/zL6Jg1tqrNqid5KjogCzXBrIfoz.jpg
451813,Cidades Fantasmas,"Em Humberstone (Chile), pouco restou da prosperidade do salitre. Perto da antiga Fordlândia (PA), casas de posseiros são os últimos sinais da cidade construída por Henry Ford. Armero (Colômbia), teve a população dizimada pela erupção do vulcão Nevado del Ruiz, em 1985. Vinte e cinco anos depois de uma inundação, ruínas da Villa Epecuén (Argentina) expõem os restos da velha estação de águas.",Documentário,Cidade perdida,"0,7598",6,pt,/g8WUcuU0B0MAantv06T3kbdrcIK.jpg
1164515,Ecos Do Destino,"é um intrigante filme que explora as vidas entrelaçadas de sete personagens distintos, cujas trajetórias aparentemente separadas se convergem em uma série de eventos misteriosos. Enquanto eles enfrentam desafios individuais, eles descobrem que suas vidas estão mais conectadas do que poderiam imaginar, levando-os a uma jornada de autodescoberta, revelações surpreendentes e redenção.","Drama, Fantasia, Mistério",,"0,7598",0,pt,/lnQ9qAvT44ahjhsZWYXBjucH4GK.jpg
1403391,O Colecionador de Cheiros de Nucas Femininas,"Um homem e sua coleção não-ortodoxa suscitam questionamentos sobre o ajuste social de sua conduta. Ele coleciona cheiros de nucas femininas. Não é um fetiche, não existe cunho sexual envolvido em sua atividade, e para a coleta do seu objeto de interesse não há toque. Mas, ainda assim, será que ele invade o espaço pessoal das mulheres?",Drama,Adaptação cômica,"0,7598",0,pt,/jyPEPEuRJ8xsfTNBxMSFpZLALG4.jpg
888036,"Uma Dama Para Viver, Uma Dama Para Morrer","A noite tranquila do ex-mafioso Dog acaba assim que Miller, um criminoso procurado, entra no bar em que ele está e começa a flertar com sua amada Zoe.",Thriller,"Corrupção, filme noir, máfia, neo-noir","0,759",0,pt,/lNS8ORjcNWqLOvTS2Q7LkwHznPX.jpg
214418,Amazônia,"Castanha (voz de Lúcio Mauro Filho) é um macaco prego, criado em cativeiro, que é liberado na Floresta Amazônica. Seguindo o ponto de vista do animal, o filme revela os mistérios da fauna e da flora da região, destacando dificuldades enfrentadas pelo animal e ainda algumas amizades, como a com a macaca Gaia (Isabelle Drummond).","Família, Aventura","Predador, Natureza, Selva, Macaco, Acidente, Habitat Natural","0,7584","6,1",pt,/spHMuvgrZnP0AqtwdeHaHlUUsHN.jpg
1280623,A Morte Não Se Farta,"A história segue uma jovem grávida que, ao visitar sua mãe adoecida, se vê presa em um redemoinho de eventos sobrenaturais e segredos sombrios que a ligam ao passado misterioso da antiga residência.","Terror, Thriller, Mistério","Supernatural, exorcismo, vingança, exorcista, suspense social, terror, horror, Grávida, exorcismo","0,7583",0,pt,/oY2YeqBk1eBXOh0peuXxnz51wBL.jpg
70420,A Estranha Hospedaria dos Prazeres,"O proprietário de uma hospedaria erma e isolada recebe várias pessoas - de aparente má índole - durante uma tempestade. O problema começa quando seus destinos passam a depender do dono do local, que irá revelar sua verdadeira e sombria identidade.",Terror,"resgate, purgatório, o condenado","0,7577","4,3",pt,/chlgKgIr9uVMQXGGIgH4EEfDumW.jpg
450832,Entorno da Beleza,"O documentário “Entorno da Beleza”, dirigido por Dácia Ibiapina, apresenta os bastidores dos concursos de miss realizados no Distrito Federal, com um olhar diferenciado que retrata belezas, contrastes e o cotidiano do “entorno” de Brasília.",Documentário,concurso de beleza,"0,7569","6,3",pt,/8H4wUdWi9NNTiHCqLtsG0fCE7DP.jpg
429457,Michel,Michel quer voltar para casa.,Drama,"prisioneiro, realismo social","0,7558",0,pt,
1352686,Cacos,"Uma história estilhaçada por muitos erros, um romance que nunca iria dar certo. Este filme é dedicado a todos os cigarros e amores apagados.",Drama,"traição, amante violento","0,755",0,pt,/srMh7tfzUd8KuHteeOftuCIYApd.jpg
1365461,Uma Manhã Normal,Um jovem normal acorda normalmente em seu quarto normal e decide ter seu usual café da manhã. O que poderia dar errado?,"Comédia, Aventura, Mistério","manhã, China comunista, Commonwealth britânica, Normal","0,7544",0,pt,/xtpNjmv7Y5vZmFD8PyhtRjgDubU.jpg
1057918,PAIN,Um casal vive seu relacionamento até seu fim.,Romance,"filme adolescente, adolescente, amor adolescente, romance gay, juventude gay, curta -metragem","0,7541","5,232",pt,/AqPwyUUttEvobfmjNN8Lyw1llqK.jpg
1171327,Eu Deveria Estar Feliz,"Documentário aborda de maneira franca a depressão pós-parto, a partir da realidade de quatro mulheres que passaram por isso. Karla é atriz, mora em Niterói (Rio de Janeiro) com seus pais e a sua filha Flor, tem a meditação e a yoga como caminhos de equilíbrio físico e espiritual. Lorena mora em Salvador (Bahia), e é uma mulher de axé, professora, doula e mãe de Vitor. No Espírito Santo mora Bárbara, engenheira florestal, indígena pertencente ao grupo dos tupiniquins, vive com o seu companheiro Luiz e o seu filho Tié e trabalha com agrofloresta. Fernanda é uma arquiteta que mora em São Paulo, divide seu tempo entre seu trabalho e o cuidado de seus dois filhos.",Documentário,"Maternidade, depressão pós -parto","0,7535",0,pt,/tiqlm6GREd4zXGlEh6yvlmNfUZZ.jpg
1293771,Quem é Essa Mulher?,"Desde o começo do filme, somos convidados a literalmente pegar a estrada junto com a historiadora Mayara, quem nos levará às origens da sua pesquisa sobre Maria Odília Teixeira, a primeira médica negra do Brasil. Nesse caminho, entenderemos aos poucos o quanto as trajetórias dessas duas mulheres, com os cem anos de história brasileira que as separam, têm em comum. Mariana Jaspe não se apega a um formato estático de aproximação documental, permitindo que o filme ganhe novos ares na medida em que essas histórias se iluminam mutuamente.",Documentário,,"0,7529",0,pt,/izAvw5elNGNNij0rHUPs6lKCIr5.jpg
1114917,Falas da Vida: Histórias (Im)possíveis,"Em uma noite tumultuada de trabalho, a motorista de aplicativo Meire aceita uma passageira inusitada, embarcando em uma viagem extraordinária de reflexão e amadurecimento.","Drama, Cinema TV",Ageism,"0,7528","8,5",pt,/s4dj7INcxZADfbvOLuZp5Y7M2Vz.jpg
84751,Xuxa e os Duendes,"Kira é uma botânica com poderes mágicos de origem desconhecida. Certo dia, uma menina de 10 anos encontra um duende preso em seu quarto e pede a ajuda de Kira. Elas descobrem que a criatura é o príncipe dos duendes sequestrado pelo executivo ganancioso Gorgon, que deseja comprar a casa da família da garota. Agora, Kira terá que entrar no mundo dos duendes para combater Gorgon.","Família, Fantasia, Aventura, Comédia",fada,"0,751","3,8",pt,/v69LPA006babc7fS12PT2fvEAnK.jpg
1104370,Café Frio,"Todos os dias de manhã, Pedro prepara cuidadosamente café para Tiago, mas mesmo com todo seu esforço extraordinário, não consegue impedir que a bebida esfrie.",Drama,"Romance, Queer, tema gay, curta -metragem, namorados","0,7507",10,pt,/5v2gwMPDXwWdgQ30HFgeqOzqqZe.jpg
507084,Tungstênio,"Salvador, Bahia. O uso de explosivos para pescar na orla atrai a atenção de Ney (José Dumont), um sargento aposentado que não suporta a falta de ordem e respeito ao seu antigo posto. Ao lado de Caju (Wesley Guimarães), ele busca ajuda para prender os pescadores, mas não consegue apoio do exército por ser este um crime ambiental. Após brigar com Ney, Caju liga de um telefone público para o celular do policial Richard (Fabrício Boliveira), que logo corre para o local de forma a prender os meliantes. Paralelamente, Keila (Samira Carvalho), a esposa de Richard, planeja deixá-lo.","Drama, Crime","História em Quadrinhos, Salvador da Bahia, Brasil, policial, com base em novela gráfica","0,7499","4,5",pt,/c4SRWlvp9gVAlwsgj2FXxNxCVfo.jpg
53961,Bicho de Sete Cabeças,"Seu Wilson (Othon Bastos) e seu filho Neto (Rodrigo Santoro) possuem um relacionamento difícil, com um vazio entre eles aumentando cada vez mais. Seu Wilson despreza o mundo de Neto e este não suporta a presença do pai. A situação entre os dois atinge seu limite e Neto é enviado para um manicômio, onde terá que suportar as agruras de um sistema que lentamente devora suas presas.",Drama,Diretora de Mulher,"0,7489","7,976",pt,/x6NXI2jvi9iKbzjjHRMtZ7mCPjB.jpg
103275,"Snuff, Vítimas do Prazer","Edson (Carlos Vereza), um técnico de cinema à beira da falência, aceita a proposta de dois produtores americanos para formar uma equipe e realizar um filme pornográfico, sem saber que na verdade, a intenção deles é de filmar um ""snuff movie"" com cenas de mortes reais.","Crime, Terror","rapé, softcore, filme de rapé","0,7489",6,pt,/6DOWnhF7eFObF64H51YJQRmZpYn.jpg
214135,O Lobo Atrás da Porta,"O desaparecimento de uma criança faz com que seus pais, Bernardo e Sylvia, vão até uma delegacia. O caso fica a cargo do delegado, que resolve interrogá-los separadamente. Logo descobre que Bernardo mantinha uma amante, Rosa, que é levada à delegacia para averiguações. A partir de depoimentos do trio, o delegado descobre uma rede de mentiras, amor, vingança e ciúmes envolvendo o trio.","Drama, Thriller, Crime","sequestro, caso extraconjugal","0,7488","7,4",pt,/3FuCmHut4sZurDnVi1HvrBCUFzZ.jpg
563613,Não tem um Boteco nessa cidade em que eu não tenha falado de você,"Em meio à atmosfera boêmia dos recantos da cidade do Rio de Janeiro lembranças de amor são compartilhadas pelos bares em conversas descontraídas. Sete  histórias, três bares se costuram através de suspiros, lágrimas e risos enquanto narrativa e imagem se atravessam.","Documentário, Romance","verão, bebida, bebida alcoólica, amor, memórias","0,7462","9,5",pt,/q3dlQ0fmaTCqFoSwbpFNZK5JXed.jpg
707079,Antologia da Pandemia,"2020 é o ano em que um vírus parou o planeta. Em meio à quarentena e à incerteza sobre o futuro, o Fantaspoa criou um concurso para cineastas criarem suas histórias da pandemia - em suas casas, com os recursos disponíveis. Essa antologia reúne os 13 curtas mais criativos produzidos, capturando esse momento que, se a humanidade tiver sorte, nunca se repetirá.","Drama, Terror","Antologia, posicionamento global, pandemia, crise de saúde, humanidade sob ataque","0,7461",6,pt,/8eyTXtfSAQyXjGP2qSYNZv5UZzy.jpg
241994,Dexter & Convidados – A Liberdade Não Tem Preço,"Gravado no Carioca Club, em São Paulo, ""Dexter & Convidados - A Liberdade Não Tem Preço"" é o segundo álbum ao vivo do Dexter. Neste álbum, Dexter conta com participações de vários ícones da musica, como: Mano Brown, Edi Rock, Thaíde, Paula Lima, DJ KL Jay, Ao Cubo, Péricles, Terra Preta, Katinguelê, Guilherme Arantes, Max B.O. e uma surpresa especial de Seu Jorge.",Música,"Rap música, rapper, show de música","0,746",0,pt,/sGtqXAUgpoGmnwVW7L8goYiTT8D.jpg
1135481,Cida Tem Duas Sílabas,"A costureira Cida, de 60 anos, precisa assinar um contrato em seu trabalho, mas não sabe ler o que diz nele. Com ajuda da professora de sua neta, Cida se aproxima da alfabetização, ao mesmo passo que começa a se questionar sobre coisas que acontecem em seu trabalho.",Drama,"Educação, alfabetização adulta, drama social, drama","0,7457",0,pt,/w2QzXsEPEv9Kx6sYM98pcTudh4X.jpg
250673,"Karina, Objeto do Prazer","Filha de um pescador, Maria do Carmo é comprada por Rufino, que a prostitui sob o nome de Karina. Lucas, outro marginal, interessa-se por ela e passa a tentar conquistar seus favores, mas em vão. Numa partida de pôquer, Rufino aposta Karina com Lucas e perde, mas ela não quer entregar-se ao vencedor e Rufino a espanca violentamente. Karina mata-o. Na prisão, tem pesadelos, recordando os tempos em que viveu com Rufino. Conhece a advogada Sheila, que se propõe a defendê-la e consegue autorização para levá-la para sua casa à beira-mar. A amizade entre as duas vai se transformando em relação sexual.",Drama,"Prisão feminina, assassinato, advogado, prostituição, softcore","0,7446","3,9",pt,/jrbdUeIbzaq9ytAaEAi67w3js4B.jpg
1450010,Por Isso Choramos Quando Nascemos,"A partir de imagens de arquivo, o filme é uma reflexão a respeito do mundo que desejamos construir para os recém chegados à vida e expõe o real motivo do choro ao nascer.",,Globalização,"0,7438",0,pt,
774758,A Garota Invisível,"Ariana sempre passou despercebida até que, sem querer, posta um vídeo em que se declara para o garoto mais popular da escola. Agora a ex-namorada dele fará de tudo para estragar o romance e fazê-la desejar voltar a ser invisível.","Família, Romance, Comédia","filme adolescente, romance adolescente","0,7423","6,4",pt,/msJs7UwmWUd7iql36JoN4Rp0hoK.jpg
747083,Noite de Lamentações (Night of Wails),"Um homem bêbado pega o seu carro e começa a dirigir pela cidade de Salvador com a intenção de se suicidar. Com o hábito de falar sozinho, ele começa a refletir sobre a agonia de viver em uma realidade que se recusa a aceitar a sua existência.","Mistério, Thriller","Tentativa de suicídio, suspense psicológico, missão suicida","0,742",10,pt,/v2htwRYp4VsDF232dSHnHQeJDXq.jpg
1136942,Estática,Um jovem conspiratório e recluso acredita estar sendo observado por seres alienígenas após experienciar uma série de sonhos estranhos e ruídos misteriosos saindo do rádio de seu trabalho.,"Ficção científica, Thriller","paranóia, teoria da conspiração, contato alienígena, conspiração alienígena, teórica da conspiração, ficção científica","0,742",8,pt,/byA9nEk6ze1o8nlEQIdYbvEku2Z.jpg
1077628,O Trampo,Dois assassinos estão esperando em um terrível quarto de hotel por seu chefe depois que  último serviço não saiu como planejado. O conflito aumenta com o passar do tempo.,"Crime, Ação",,"0,7418",0,pt,/8NueL7FxycgLMd9krpQenDUQvU4.jpg
422496,Hestórias da Psicanálise,"Uma análise das temáticas abordadas por Sigmund Freud, o pai da psicanálise, em suas obras e também sobre as diversas leituras realizadas por acadêmicos de todo o mundo e principalmente do Brasil, trazendo novos pensamentos e caminhos para o grande corpo de escritos científicos do austríaco.  De adorocinema.com",Documentário,"Psicanálise, Sigmund Freud, entrevista","0,7414",0,pt,
265554,Fragmentos da Vida,"Em um local de construção, um trabalhador agonia, depois de um acidente, e conta ao filho sobre as virtudes do trabalho honesto, mas ele não é ouvido. Transformado em um vagabundo e tendo pessoas ruins como amigos, o jovem decide ser preso para encontrar um consolo contra o inverno. Quando ele finalmente decide seguir o conselho de seu pai e conseguir um emprego, ele cai nas garras de um policial, sob a falsa acusação de roubo.",Drama,Homem -sem -teto,"0,7412",6,pt,/wIRGZUCSf1LrhVj1k1bUx3Kytqu.jpg
1216929,Rastros de Prata,"Akira, intercambista japonês, caminha pelo centro de Belo Horizonte com uma caixa misteriosa, em um curta filmado em autêntico formato VHS.",,"Bolo, troca, trem, caixa, trilha, intercâmbio de estudantes, Belo Horizonte, Brasil, Prata","0,7409",0,pt,/o8cSxge0q3P0DZnl6X1J1ANr4gg.jpg
84758,Maria: Mãe do Filho de Deus,"Numa casinha muito simples, Maria Auxiliadora, 24 anos, carrega uma expressão angustiada e sai apressada com sua filha Joana, 7 anos. Na igreja do povoado, Maria Auxiliadora pede ao padre (Padre Marcelo) para tomar conta da filha, pois não tem com quem deixá-la. Sem que Joana ouça, sua mãe diz ao padre que precisa ir ao posto médico buscar o resultado do exame da menina. Joana está com suspeita de uma doença grave e se o mal for confirmado, Maria Auxiliadora não terá como conter seu desespero diante dela. A mãe é a fortaleza da filha. Mas Joana não quer ficar na igreja, não quer se separar da mãe. O padre a convence, prometendo contar-lhe uma bela história. A maior história da humanidade. Pela primeira vez do ponto de vista da Mãe de Jesus. Contada pelo padre de uma pequena paróquia no interior do Brasil. Na imaginação de uma criança à espera de um milagre.",Drama,,"0,7406",5,pt,/qJ39uUUzNtovwHXP45et8uhLWbG.jpg
143918,A Herança,"Uma adaptação experimental de Hamlet para as áreas rurais do Brasil.Adaptação da história clássica de ""Hamlet"" para o ambiente rural brasileiro. Filho de um fazendeiro retorna para casa após a morte de seu pai e não suporta a idéia de que sua mãe quer se casar com seu tio.",Drama,"Adaptação de língua estrangeira, Hamlet","0,7405","7,2",pt,/2Sb0yG6f5CQYntAazEL2ELgmROV.jpg
1269953,Pés de Peixe,"O filme conta a história de Guilherme, um jovem ribeirinho, que se vê obrigado a participar de uma importante corrida local para ajudar a sua comunidade a melhorar de vida, com a compra de um gerador para suprir a falta de energia.","Drama, Comédia, Cinema TV","Divertido, digno, gentil","0,7395","5,2",pt,/cN4qbJKqEdMCuZb7lE4zAC53kmg.jpg
1135337,Posologia,Luís é um enfermeiro que tenta seguir sua rotina perfeita de trabalho em um hospital psiquiátrico. Mas uma das pacientes fará de tudo para bagunçar o que estava em ordem.,Drama,"asilo, sanatório, medicação, loucura, saúde mental, quarto de hospital, crise familiar","0,7394",0,pt,/gkcsCCtzRkn2rC5Br57W7Ny5u1q.jpg
366517,Pequeno Segredo,"Três histórias conectadas por um único segredo, abrangendo a primeira família brasileira a dar a volta ao mundo a bordo de um veleiro. Conhecidos por seus cruzamentos marítimos, os Schurmann guardaram por um longo tempo, a comovente história da adoção de Kat, falecida em 2006.",Drama,"afetação, biografia, deprimida, deprimente, divertida, assertiva, impressionada, confusa, comemorativa, alegre, cruel, humilhante, gentil","0,7385","6,2",pt,/pp0MRlKHXSLLkTeXGSDdNuXc7kc.jpg
194746,Depois Eu Conto,"Zé da Bomba, funcionário de um posto de gasolina, usa carros luxuosos que aparecem no seu trabalho para dar o golpe do baú na filha de um grã-fino. É apaixonado por uma suburbana, cuja tia, por intermédio de uma chantagem, consegue emprego de vedete numa boate da moda. O diretor artístico da casa articula um plano para desmoralizá-la. Zé e a namorada planejam então construir uma boate rústica na favela, com a finalidade de explorar o exotismo tropical da burguesia. O sucesso acaba sendo tão grande que os concorrentes procuram arruinar o negócio. (ALSN/DFB-LM) (Cinemateca Brasileira)","Comédia, Música",Chanchada,"0,7378",0,pt,/kUlHiQx9yBK3L2LkY7iLAFrQh3E.jpg
428645,Eu Fico Loko,"Aos 15 anos, Christian Figueiredo sonha ser popular, conquistar uma garota por quem é apaixonado desde criança e descobrir sua vocação. Mas a cada tentativa ele quebra a cara, acumulando experiências que viraram matéria-prima para os vídeos do seu canal do YouTube, que hoje tem quase 7 milhões de inscritos.",Comédia,"Adolescência, Loko","0,7375","7,8",pt,/qAB1pfwi92gkblvL4gwoSRuNoSp.jpg
332302,O Petróleo é Nosso,"Dona Perpétua é proprietária de uma grande área de terra onde, segundo se diz, existem vários poços petrolíferos. Para apurar devidamente a existência de petróleo em suas terras, D. Perpétua vai à capital, em companhia de seu marido e de sua filha Marisa.","Comédia, Música",Chanchada,"0,7374",0,pt,/f6hT48aLfZlXZIbgHpoAUCIcV2l.jpg
471592,Luna 13,"Após a morte do seu avô, o jovem Igor decide fazer um documentário sobre sua família, na tentativa de entender porque o avô era obcecado por fatos estranhos que haviam acontecido na sua cidade.",Ficção científica,"Passado, mockumentary, extraterrestre, imagens encontradas, programa espacial, curta -metragem, Brasil","0,7372",4,pt,/oPuRkr942uPPJIsKMkVJ5cXkzSZ.jpg
1302903,Sala Escura,"Uma sessão de pré-estréia de cinema para somente 9 espectadores ocorre numa grande sala da cidade. O filme começa a ser exibido e todos se preparam para curtir o entretenimento, mas a tela fica escura. Após uma confusão inicial surge a imagem de uma menina sendo friamente torturada por um homem vestido de Bate Bola, o palhaço de carnaval. Os espectadores ficam confusos e preocupados. Então descobrem que estão presos dentro da sala de cinema. A partir daí começam a ser torturados e mortos. Haverá um sobrevivente?",Terror,"Palhaço, faca, slasher, filme em um cinema, cinema","0,7366",0,pt,/f2OpOAC8B31ppW78YgJgDFiglMy.jpg
21752,Se Eu Fosse Você 2,"Cláudio e Helena estão prestes a se separar. Durante uma discussão, eles trocam de corpos mais uma vez e são obrigados a viver a vida do outro. Para complicar ainda mais a situação, a filha do casal está grávida e não sabe como contar aos pais.","Comédia, Fantasia","casal, transformação, reversão de papéis","0,7363","6,1",pt,/6s6rXeMG4OIoiAK1lHLgst3mHqW.jpg
95342,O Céu de Suely,"Hermila (Hermila Guedes) é uma jovem de 21 anos que está de volta à sua cidade-natal, a pequena Iguatu, localizada no interior do Ceará. Ela volta juntamente com seu filho, Mateuzinho, e aguarda para daqui a algumas semanas a chegada de Mateus, pai da criança, que ficou em São Paulo para acertar assuntos pendentes. Porém o tempo passa e Mateus simplesmente desaparece. Querendo deixar o lugar de qualquer forma, Hermila tem uma idéia inusitada: rifar seu próprio corpo para conseguir dinheiro suficiente para comprar passagens de ônibus para longe e iniciar nova vida.",Drama,,"0,7363","7,5",pt,/e6vgJi5kae4awfI6uyzU1hLiiLK.jpg
