original_id,title,user_input,precision_at_k,recall_at_k,mrr,ndcg,binary_genre_similarity,proportional_genre_similarity,top_k_ids,top_k_titles
1340214,Me Veja Nos Seus Olhos,"Estou procurando um filme que envolva Cabaré, família quebrada, cantor de cabaré, apresentação, família distante, música, pai homossexual, São Paulo, drag Queens, e que tenha uma história parecida com algo como: manu, um homem homossexual de meia idade, mora na cidade de são paulo no fim dos anos 80 e passa suas noites se apresentando como a drag queen brigitte, num cabaré no centro da capital paulista. como brigitte, enfrenta dificuldades profissionais e pessoais, causadas pelo seu segredo. quando seu filho juca decide informá-lo que pretende ir para são paulo, manu é obrigado a encarar seus problemas para conseguir a aprovação da pessoa mais importante de sua vida, seu único filho. — algo mais voltado para o gênero Drama.",1.0,1.0,1.0,1.0,0.6,0.6,1340214|145372|855142|449689|146904,"Me Veja Nos Seus Olhos|O Cabeleira|Homens de Rua|Do Triunfo à queda do Império Vitoriano|Rio, Zona Norte"
1204368,Pela Arte,"Estou procurando um filme que envolva Treinador de futebol, campeões, e que tenha uma história parecida com algo como: o filme dos bastidores de fernando diniz no tão sonhado título da copa libertadores de 2023 pelo fluminense. entrevista e imagens exclusivas do treinador durante e após a conquista, incluindo a festa da comemoração. tudo por meio da arte - do início ao fim, que explica quem é fernando diniz e o que ele quer atingir.  ""quando acontece de maneira artística, fica na memória para sempre"" — algo mais voltado para o gênero Documentário.",1.0,1.0,1.0,1.0,0.75,0.75,1204368|988987|362958|306725|667010,Pela Arte|Katharsys|Subterrâneos do Futebol|Imagens|DVD Oficial do Centenário: Rogér100 Ceni - Goleiro & Artilheiro
628374,1798 - Revolta dos Búzios,"Estou procurando um filme que envolva Revolução, escravidão, movimento de independência, Salvador de Bahia, Brasil, agitação social, e que tenha uma história parecida com algo como: um dos mais importantes acontecimentos da história do brasil, a revolta dos búzios, de 1798, foi protagonizada por dezenas de homens negros que se levantaram para derrubar o governo colonial, proclamar a independência e implantar uma república democrática, livre da escravidão. a ousadia desses homens conclama o povo a fazer a revolução e a conspiração se espalha pela cidade da bahia. a tomada do poder está perto. mas o movimento é denunciado, o governo instala uma devassa contra centenas de pessoas e quatro delas são enforcadas e esquartejadas. — algo mais voltado para o gênero Documentário.",1.0,1.0,1.0,1.0,0.75,0.75,628374|1063958|652320|667244|500446,1798 - Revolta dos Búzios|Dunas do Barato|Bandeiras|Cadê Edson?|Adágio ao Sol
1336273,Macário,"Estou procurando um filme que envolva Adaptação literária, literatura brasileira, realismo fantástico, e que tenha uma história parecida com algo como: recém-chegado à capital, macário - um jovem e altivo estudante de cinema - apaixona-se pela cidade e decide se aventurar na noite, onde encontra uma pessoa misteriosa que o faz rememorar um trauma do passado. — algo mais voltado para o gênero Fantasia, Drama.",0.0,0.0,0.0,0.0,0.4,0.2,774852|352297|900685|398488|52751,Dramática|Poder dos Afetos|Os Ossos da Saudade|Cinema Novo|Cronicamente Inviável
248244,"Bonitinha, Mas Ordinária","Estou procurando um filme que envolva nan, e que tenha uma história parecida com algo como: uma moça rica fica obcecada ao ler num jornal a notícia de uma curra sofrida por uma empregadinha. pede ao amante, seu cunhado, que a faça ser vítima de idêntico ato. quando a família da moça toma conhecimento dos fatos, procura, desesperadamente, arranjar-lhe um casamento. o pai oferece cinco milhões de cruzeiros a edgar, um de seus empregados, jovem e humilde, para que ele se case com a sua filha. e a história gira em torno do drama do rapaz, apaixonado por outra moça e com um polpudo cheque a queimar-lhe as mãos. — algo mais voltado para o gênero Thriller, Drama.",1.0,1.0,0.5,0.6309297535714575,0.6,0.4,417512|248244|175125|236310|47672,"É Um Caso de Polícia!|Bonitinha, Mas Ordinária|Matou a Família e Foi ao Cinema|Mar de Rosas|Como Fazer um Filme de Amor"
374557,Terra Para Rose,"Estou procurando um filme que envolva movimento de base, e que tenha uma história parecida com algo como: o filme registra a ocupação de uma fazenda no rio grande do sul e investiga as políticas de reforma agrária no brasil da nova república e a atuação do mst. para isso, aborda a história de rose, uma das líderes cujo sonho é ter um pedaço de terra. — algo mais voltado para o gênero Documentário.",1.0,1.0,1.0,1.0,0.8,0.8,374557|667244|913849|423303|1296847,Terra Para Rose|Cadê Edson?|O Território|O Jardim das Aflições|Suspiros Republicanos
619253,As Viajantes,"Estou procurando um filme que envolva Portal, tarde da noite, cachorro latindo, e que tenha uma história parecida com algo como: em uma noite de sexta-feira, duas atrizes compartilham os seus medos. — algo mais voltado para o gênero Drama, Mistério, Ficção científica.",0.0,0.0,0.0,0.0,0.5,0.16666666666666666,1446215|555305|1384354|299800|258206,Estranhos na Noite|Filme Ensaio|Olhe Para Mim|A Luneta do Tempo|Anjos da Noite
1058090,Aliens do terceiro mundo e o sequestro de Dona Irene,"Estou procurando um filme que envolva Terceiro Mundo, Sátira, São Paulo, Brasil, Alien, preto e branco, cinema marginal, cinema marginal, curta -metragem, e que tenha uma história parecida com algo como: após receber uma carta de convocação para uma reunião secreta da conspiração, uma mulher é confundida com uma política polêmica e é sequestrada por uma dupla de revolucionários sem dinheiro pro uber. os três acabam convivendo e presenciam juntos o fim do mundo, a invasão alienígena e a intervenção militar. — algo mais voltado para o gênero Crime, Comédia, Mistério, Cinema TV.",0.0,0.0,0.0,0.0,0.2,0.1,352297|651907|555305|417512|314418,Poder dos Afetos|Pureza|Filme Ensaio|É Um Caso de Polícia!|Desassossego (Filme das Maravilhas)
1077342,A última vez que ouvi Deus chorar,"Estou procurando um filme que envolva Filosofia, um Ultima Vez Que Ouvi Deus Choro, Cordisburgo, Cinema de Minas Gerais, e que tenha uma história parecida com algo como: ""última vez que ouvi deus chorar"" é um filme desafiador, com poética visual expressiva e engenhosa proposição filosófica/religiosa  do sertão brasileiro. — algo mais voltado para o gênero Fantasia, Mistério.",1.0,1.0,1.0,1.0,0.4,0.3,1077342|352297|204898|389992|662711,A última vez que ouvi Deus chorar|Poder dos Afetos|Ex Isto|Sangue Corsário|Um Animal Amarelo
1354434,Ainda é 7 de Outubro,"Estou procurando um filme que envolva Israel, conflito palestino-israelense, Grupo Terrorista do Hamas, Cisjordânia (Cisjordânia), Gaza, 7 de outubro, e que tenha uma história parecida com algo como: o documentário compila depoimentos em israel e na cisjordânia, após o ataque do hamas em 7 de outubro e do início da guerra em gaza. — algo mais voltado para o gênero Documentário.",1.0,1.0,1.0,1.0,0.5,0.5,1354434|1218687|372519|1291902|1322393,Ainda é 7 de Outubro|Untitled Jewish Film|Os Dez Mandamentos: O Filme|Um Tanto Distante|Escombro
197759,"Bonitinha, Mas Ordinária","Estou procurando um filme que envolva nan, e que tenha uma história parecida com algo como: edgard trabalha como subalterno na empresa do milionário werneck e é apaixonado por ritinha, uma mulher simples que trabalha como professora para sustentar a mãe e suas três irmãs. um dia peixoto, genro e funcionário de werneck, lhe faz uma proposta para que se case com maria cecília, filha do patrão. o motivo é que maria cecília foi abusada e agora está sendo obrigada a se casar pela família. edgard hesita, mas aceita a proposta. a partir de então ele entra em uma grande dúvida: deve depositar o cheque e se casar com maria cecília ou ficar com ritinha, seu grande amor? — algo mais voltado para o gênero Drama.",0.0,0.0,0.0,0.0,0.5,0.5,994468|47672|240872|229664|1073308,Filho da Mãe|Como Fazer um Filme de Amor|Dias e Noites|Corpos Celestes|Do Útero Ao Túmulo
1220719,Meu Último Ano,"Estou procurando um filme que envolva prostituta, deixando a família, LGBT, intimidade, jovem, e que tenha uma história parecida com algo como: um ano na vida de bernardo, um jovem garoto de programa que passou por um grande trauma recentemente. através de clientes e conhecidos, seu passado e seus demônios são revelados. — algo mais voltado para o gênero Drama.",0.0,0.0,0.0,0.0,0.2,0.2,283716|1397304|1204664|294157|1384354,Vadias do Sexo Sangrento|Trópico de Leão|Bixas Pretas: Entre o Amor e Afetos|Apneia|Olhe Para Mim
1018990,Continente,"Estou procurando um filme que envolva fazenda, política, médico, pai moribundo, sucção de sangue, pós -colonialismo, horror corporal, sangue, francês, e que tenha uma história parecida com algo como: depois de 15 anos morando no exterior, amanda volta para casa com seu namorado francês martin. eles chegam na enorme fazenda da família, localizada num vilarejo isolado nas intermináveis planícies do sul do brasil. lá, amanda encontra o pai em coma e uma tensão cada vez maior entre os trabalhadores. a única médica no vilarejo próximo é helô, uma mulher que renuncia a si mesma para tratar os habitantes da cidade. a iminente morte do dono da fazendo coloca amanda, martin e helô no centro de um perturbador acordo entre o vilarejo e os donos da fazenda. — algo mais voltado para o gênero Terror, Drama.",0.0,0.0,0.0,0.0,0.75,0.375,28997|465684|1425938|315749|1417568,Jean Charles|Fragmentos de Uma Vida|Mãos que não se alcançam|Topografia De Um Desnudo|Em Suas Mãos
167983,Colegas,"Estou procurando um filme que envolva nan, e que tenha uma história parecida com algo como: stallone (ariel goldenberg), aninha (rita pook) e márcio (breno viola) eram grandes amigos e viviam juntos em um instituto para portadores da síndrome de down, ao lado de vários outros colegas. um belo dia, surge a ideia de sair dali para realizar o sonho individual de cada um e inspirados pelos inúmeros filmes que já tinham assistido na videoteca local, eles roubam o carro do jardineiro (lima duarte) e fogem de lá. a imprensa começa a cobrir o caso e a polícia não gostou nem um pouco dessa ""brincadeira"". para resolver o problema, coloca dois policiais trapalhões no encalço dos jovens, que só querem realizar os seus sonhos e estão dispostos a viver essa grande aventura, que vai ser revelar repleta de momentos inesquecíveis. — algo mais voltado para o gênero Drama, Comédia, Aventura.",1.0,1.0,0.5,0.6309297535714575,0.8,0.4,417512|167983|64397|772946|1429782,"É Um Caso de Polícia!|Colegas|Saneamento Básico, o Filme|Morra.com|Noúres"
435654,Entre Mulheres e Espiões,"Estou procurando um filme que envolva Musical, Chanchada, e que tenha uma história parecida com algo como: enrico, um figurante nas óperas do teatro municipal, é convocado pela polícia a desempenhar as funções de agente para capturar dimitri, um espião internacional que deseja apoderar-se da fórmula para um novo tipo de combustível à base de banana, inventada por um cientista brasileiro. depois de algumas peripécias, dimitri termina por roubá-la, mas quando se prepara para a fuga definitiva é surpreendido por enrico que, disfarçado de vendedor ambulante, consegue recuperar a fórmula. em seguida, dimitri sequestra a filha do cientista e seu sobrinho totonho, pedindo como resgate a fórmula preciosa. com a ajuda do delegado, enrico chega a tempo de deter os malfeitores. — algo mais voltado para o gênero Comédia, Música.",1.0,1.0,1.0,1.0,0.6,0.4,435654|352297|341872|147874|344538,Entre Mulheres e Espiões|Poder dos Afetos|Ladrões de Cinema|Azyllo Muito Louco|Contestação
494493,Os Farofeiros,"Estou procurando um filme que envolva alegre, divertido, e que tenha uma história parecida com algo como: colegas de trabalho, lima, alexandre, rocha e diguinho decidem sair juntos em uma viagem com suas famílias para curtir o feriadão. entre engarrafamentos quilométricos em carros apertados, ataques de mosquitos e disputas por um espaço na areia de praias lotadas, nada parece dar certo na viagem. os planos de um passeio perfeito vão definitivamente por água abaixo quando descobrem que a casa que alugaram estava abandonada e caindo aos pedaços. sem ter para onde ir, eles irão se meter em confusões hilárias e ainda terão que administrar os problemas de convivência para superar aquele que será o feriado mais infernal de suas vidas. — algo mais voltado para o gênero Comédia.",0.0,0.0,0.0,0.0,0.6,0.6,1164515|307226|622445|417512|1206403,Ecos Do Destino|Carrossel: O Filme|Raízes do Sertão|É Um Caso de Polícia!|Fui na feira
372987,Anderson Freire - Essência ao Vivo,"Estou procurando um filme que envolva música gospel, e que tenha uma história parecida com algo como: uma noite para ficar na história! foi assim a gravação do dvd “essência”, de anderson freire. o projeto chega às lojas debaixo de muita expectativa é com diferencial: versão em cd das principais faixas (difícil foi escolher qual ficaria de fora, pelo limite de espaço da mídia). gravado na casa de show i9 music, em são gonçalo/rj, reuniu uma multidão numa maratona de louvor, adoração, participações especiais e surpresas marcaram este momento e o ministério do cantor. no repertório, os principais sucessos dos álbuns identidade e raridade, e composições suas regravadas por outros artistas. 'canção do céu', 'coração valente', 'a igreja vem' e 'raridade' estão garantidas. o dvd “essência” traz como participações especiais: bruna karla, fernanda brum, gisele nascimento, os irmãos e a mãe do cantor, dona luíza. público impecável! uma noite inesquecível. surpreendente. momentos ímpares que marcaram a vida, carreira e ministério de um dos maiores nomes gospel da atualidade. — algo mais voltado para o gênero Música.",0.0,0.0,0.0,0.0,0.25,0.25,328266|329256|372519|1338582|1252407,Bethânia Bem de Perto: A Propósito de um Show|Noite|Os Dez Mandamentos: O Filme|O Estupro|Cazuza - Sonho de uma Noite no Leblon
250497,Rico Ri à Toa,"Estou procurando um filme que envolva Chanchada, e que tenha uma história parecida com algo como: divertida comédia que marca a estreia do diretor roberto faria. zé trindade é um chofer de táxi que tem uma verdadeira paixão pelo seu carro e vive discutindo com seus passageiros. um dia, ele, a esposa e a filha recebem a visita de um advogado, que lhes entrega uma herança de r$ 15 milhões, vinda de um parente desconhecido de portugal. mas tudo não passa de um golpe para encobrir o dinheiro do assalto a um banco, ocorrendo a partir daí inúmeras situações engraçadíssimas. — algo mais voltado para o gênero Comédia.",1.0,1.0,0.3333333333333333,0.5,0.4,0.4,417512|318565|250497|145372|352297,É Um Caso de Polícia!|Diamante Bruto|Rico Ri à Toa|O Cabeleira|Poder dos Afetos
1288071,Rezando por Nós,"Estou procurando um filme que envolva hipocrisia religiosa, LGBT, conflito religioso, preconceito religioso, controvérsia religiosa, romance maduro, e que tenha uma história parecida com algo como: núbia está confortável nas convenções sistêmicas de sua religião, para a decepção de cecília, que vem provocá-la a repensar suas prioridades. — algo mais voltado para o gênero Drama, Romance.",0.0,0.0,0.0,0.0,0.6,0.3,283716|648822|1073308|1288067|1155381,Vadias do Sexo Sangrento|LGBTs no regime militar|Do Útero Ao Túmulo|Rei Davi|Amores Pandêmicos
776966,Benjamim Zambraia e o Autopanóptico,"Estou procurando um filme que envolva nan, e que tenha uma história parecida com algo como: benjamim zambraia é um jovem beberrão que vagueia pela cidade e é tratado ora com mimos, ora com porrada pelos pais (helena ignez e otávio terceiro). como no livro de chico buarque, o rapaz é obcecado por uma grande pedra. — algo mais voltado para o gênero Drama, Fantasia.",0.0,0.0,0.0,0.0,0.6,0.3,546026|229664|1213277|1435298|1384354,"Inácio Garapa, Um Matuto Sonhador|Corpos Celestes|Criança Enjaulada|Saudade|Olhe Para Mim"
207448,Robozinhos,"Estou procurando um filme que envolva Diretora da Mulher, Mockbuster, Robots, Video Brinquedo, e que tenha uma história parecida com algo como: agora nosso planeta tem robôs valentes que farão de tudo para defender a terra! — algo mais voltado para o gênero Animação, Comédia, Família, Ficção científica.",1.0,1.0,1.0,1.0,0.8,0.45,207448|475390|122214|540789|64397,"Robozinhos|A Caroneira|A Princesa e o Robô|Um Corpo Feminino|Saneamento Básico, o Filme"
1279967,A Indômita Revolta dos Morangos Assassinos,"Estou procurando um filme que envolva Rotoscopia, horror de lixo, e que tenha uma história parecida com algo como: uma comunidade de morangos sob efeito de agrotóxico lideram uma revolução para exterminar a raça humana. — algo mais voltado para o gênero Animação, Comédia, Fantasia, Terror.",0.0,0.0,0.0,0.0,0.75,0.1875,64397|1377848|1164515|437841|1073308,"Saneamento Básico, o Filme|Sabor de Quê|Ecos Do Destino|Coleção de Humanos Mortos|Do Útero Ao Túmulo"
732508,Desconexo,"Estou procurando um filme que envolva Chat da Internet, LGBT, conexão on -line, relacionamento on -line, mundo real, tema gay, curta -metragem, e que tenha uma história parecida com algo como: após um decreto presidencial que interrompe a conexão de internet em todo o país, dois vizinhos que têm uma relação de desejo unilateral online. um produz autopornografia e o outro consome. se conhecem e deixam a cidade para viver um dia offline. — algo mais voltado para o gênero Drama.",0.0,0.0,0.0,0.0,0.2,0.2,255439|1338582|283716|1204664|648822,Meu Amigo Claudia|O Estupro|Vadias do Sexo Sangrento|Bixas Pretas: Entre o Amor e Afetos|LGBTs no regime militar
109430,Pão de Açúcar,"Estou procurando um filme que envolva férias, plantação, e que tenha uma história parecida com algo como: a atriz americana pamela jones (rhonda fleming) estava de férias no brasil, quando conheceu cláudio de santis (rossano brazzi), um poderoso dono de cafezal no país. os dois se apaixonaram e resolveram se casar. passado um tempo em que moravam juntos na fazenda de cláudio, pamela começou a se sentir muito solitária, uma vez que seu marido mantinha antigas tradições dentro de casa e vivia praticamente apenas para o trabalho. nesse momento, surge a figura de gary wills (william redfield), outro americano que fará de tudo para seduzir a fragilizada pamela. — algo mais voltado para o gênero Drama.",1.0,1.0,1.0,1.0,0.8,0.8,109430|1296847|749116|765531|244255,Pão de Açúcar|Suspiros Republicanos|Cidade; Campo|O Amor Dentro da Câmera|Para Viver Um Grande Amor
413270,Milagrez,"Estou procurando um filme que envolva nan, e que tenha uma história parecida com algo como: documentário incluído como extra no dvd de o dragão da maldade contra o santo guerreiro. — algo mais voltado para o gênero Documentário.",1.0,1.0,1.0,1.0,0.5,0.5,413270|405836|1143479|1219375|1377848,"Milagrez|Sinais de Cinza, A Peleja de Olney Contra o Dragão da Maldade|A Lousa|O Corvo da Morte|Sabor de Quê"
1260848,A Tribo,"Estou procurando um filme que envolva esports, e que tenha uma história parecida com algo como: a história foi escrita em um dos maiores campeonatos de esports do mundo, que testemunhou a resiliência e união de um grupo de pessoas que encontraram nas diferenças sua maior força. a única tribo que acolhe todas as tribos para fazer o impossível acontecer. — algo mais voltado para o gênero Documentário.",1.0,1.0,1.0,1.0,0.5,0.5,1260848|1164515|1269953|1192255|1073308,A Tribo|Ecos Do Destino|Pés de Peixe|IKÚ|Do Útero Ao Túmulo
1170594,Curas da Terra,"Estou procurando um filme que envolva Avós, Afeto, Medicina Natural, Hereditariedade, e que tenha uma história parecida com algo como: avós e avô revisitam um passado onde o acesso à medicina era precário, se baseando no que tomavam, faziam ou passavam nos períodos de enfermidade. nada de prescrição farmacológica, mas tudo cura. tudo fruto da terra. — algo mais voltado para o gênero Documentário.",1.0,1.0,0.5,0.6309297535714575,0.8,0.8,1429782|1170594|1325808|957226|1433456,Noúres|Curas da Terra|O Médico e a Propriedade|Quando Falta O Ar|Ione
123571,A Princesa Xuxa e os Trapalhões,"Estou procurando um filme que envolva nan, e que tenha uma história parecida com algo como: o diabólico ratam (paulo reis) assume o poder do planeta antar, após a morte do imperador local, e ordena que todas as crianças sejam capturadas para trabalharem  como escravas. mantida sempre dentro do palácio, a princesa xeron (xuxa) acredita que o povo de seu reino está feliz e que tudo está correndo bem. enquanto isso, do lado de fora, os príncipes mussaim (mussum), dedeon (dedé santana) e zacaling (zacarias) se unem ao cavaleiro sem nome (renato aragão), para que juntos possam derrotar ratam. — algo mais voltado para o gênero Aventura, Comédia, Família, Ficção científica.",1.0,1.0,1.0,1.0,0.4,0.25,123571|405836|318565|674794|527608,"A Princesa Xuxa e os Trapalhões|Sinais de Cinza, A Peleja de Olney Contra o Dragão da Maldade|Diamante Bruto|Reino Sangrento|Encarnacion del Tinhoso"
1275250,A Queda do Céu,"Estou procurando um filme que envolva nan, e que tenha uma história parecida com algo como: a partir do poderoso testemunho do xamã e líder yanomami davi kopenawa, o filme a queda do céu acompanha o importante ritual fúnebre, reahu, que mobiliza a comunidade de watorikɨ num esforço coletivo para segurar o céu. — algo mais voltado para o gênero Documentário.",1.0,1.0,1.0,1.0,0.8,0.8,1275250|1435298|251338|1073308|1058062,A Queda do Céu|Saudade|Olho Nu|Do Útero Ao Túmulo|KWAIDAN
69885,As Mães de Chico Xavier,"Estou procurando um filme que envolva espiritismo, chico xavier, meio espiritual, e que tenha uma história parecida com algo como: três mães veem sua realidade se transformar por completo... são elas: ruth, cujo filho adolescente, raul, enfrenta problemas com drogas; elisa, que tenta suprir a ausência do marido dando total atenção ao filho, o pequeno theo, e lara, professora que enfrenta o dilema de uma gravidez não planejada. essas três mulheres, vivendo momentos distintos de suas vidas, buscam conforto junto a chico xavier. e o repórter karl permanece insistindo em entrevistar o médium, mesmo sem estar preparado para isso... — algo mais voltado para o gênero Drama.",0.0,0.0,0.0,0.0,0.75,0.75,80763|807459|534036|994468|712745,O Filme dos Espíritos|Menino Azul|Em Cada Coração um Punhal|Filho da Mãe|Âmago
240836,Baixo Gávea,"Estou procurando um filme que envolva nan, e que tenha uma história parecida com algo como: uma jovem diretora de teatro divide seu tempo entre as tardes no teatro, onde dirige uma peça sobre fernando pessoa, e as noites na gávea, um bairro boêmio do rio de janeiro, no qual busca resolver seus angustiantes problemas afetivos. — algo mais voltado para o gênero Drama.",0.0,0.0,0.0,0.0,0.4,0.4,1073308|417512|461823|1429782|555305,Do Útero Ao Túmulo|É Um Caso de Polícia!|Fernando|Noúres|Filme Ensaio
752640,Mulher Oceano,"Estou procurando um filme que envolva nan, e que tenha uma história parecida com algo como: ao se mudar para tóquio, uma escritora brasileira escreve seu novo livro, instigada por experiências no japão e a cena que presenciou no rio de janeiro: uma nadadora rasgando o horizonte em mar aberto. essas duas mulheres aparentemente não compartilham nenhuma conexão, até que suas vidas começam a interferir uma na outra, ligadas pelo mar. hannah, escritora, mergulha em uma jornada de autodescoberta no japão, enquanto ana, nadadora, tem seu corpo transformado em uma espécie de oceano interior. — algo mais voltado para o gênero Drama.",1.0,1.0,1.0,1.0,0.6,0.6,752640|555305|749116|1164515|1175173,Mulher Oceano|Filme Ensaio|Cidade; Campo|Ecos Do Destino|Helena de Guaratiba
514801,Veneza,"Estou procurando um filme que envolva nan, e que tenha uma história parecida com algo como: reencontrar o único homem que amou é o sonho de gringa, dona de um bordel no interior do brasil. mesmo cega e muito doente, ela insiste em realizar seu último desejo: ir até veneza para pedir perdão ao amante que abandonou décadas atrás. para levá-la à cidade italiana, tonho, rita e as outras moças que trabalham para gringa idealizam um fantástico plano com a ajuda de uma trupe circense. — algo mais voltado para o gênero Drama, Comédia, Romance.",1.0,1.0,1.0,1.0,0.8,0.4,514801|352297|1296847|1175173|555305,Veneza|Poder dos Afetos|Suspiros Republicanos|Helena de Guaratiba|Filme Ensaio
573074,Iara,"Estou procurando um filme que envolva Sereia, folclore tropical, ambiental e brasileiro, e que tenha uma história parecida com algo como: no coração da mata, fugindo do garimpo, pedro ouve um lindo canto e encontra iara, a mãe-d'água. nas lendas, iara é retratada como uma linda mulher que atraía os homens com sua beleza e com sua voz. — algo mais voltado para o gênero Animação, Fantasia.",0.0,0.0,0.0,0.0,0.0,0.0,352297|1175173|1269444|299800|359808,Poder dos Afetos|Helena de Guaratiba|Sertão Sertões|A Luneta do Tempo|Damas do Samba
1186936,Uma Babá Gloriosa,"Estou procurando um filme que envolva nan, e que tenha uma história parecida com algo como: o enredo do longa gira em torno de gloria, uma mulher moradora da periferia do rio de janeiro que busca se tornar uma estilista de sucesso. para alcançar seu objetivo, ela consegue um emprego como babá dos filhos de lethicia leme, um ícone da indústria da moda, e de seu marido, victor garcia, um famoso escritor. as crianças vivem em pé de guerra, e gloria acaba vivendo diversas aventuras ao lado dos filhos do casal. — algo mais voltado para o gênero Comédia.",0.0,0.0,0.0,0.0,0.0,0.0,1155211|994468|1073308|555305|318565,Mulher Vestida de Sol|Filho da Mãe|Do Útero Ao Túmulo|Filme Ensaio|Diamante Bruto
739002,Recife no Centenário da Confederação do Equador,"Estou procurando um filme que envolva Governo, preto e branco, filme silencioso, recife, pernambuco, cinema pernambucano, Ciclo Recife, e que tenha uma história parecida com algo como: o governador sérgio loreto e políticos de seu gabinete posam para a câmera. as comemorações do centenário da confederação do equador, desfile da força pública (infantaria, cavalaria e corpo de bombeiros), missa campal celebrada pelo arcebispo d. miguel valverde, colocação da pedra fundamental do palácio da justiça. — algo mais voltado para o gênero Documentário.",0.0,0.0,0.0,0.0,0.8,0.8,405836|590506|472314|1174086|318592,"Sinais de Cinza, A Peleja de Olney Contra o Dragão da Maldade|Cine Marrocos|Ser Tão Cinzento|A Coberta D'Alma|Areião"
156341,Polaróides Urbanas,"Estou procurando um filme que envolva nan, e que tenha uma história parecida com algo como: uma jovem em conflito com a mãe, uma terapeuta incapaz de resolver seus problemas, uma dona de casa de classe média que não consegue mais sonhar, uma atriz consagrada cuja carreira está em decadência e uma mulher que, sem querer, foi escolhida como mãe da filha de sua patroa. a vida destas mulheres, e seus respectivos maridos, namorados e amigos, se cruzam no rio de janeiro. — algo mais voltado para o gênero Drama, Comédia.",1.0,1.0,0.25,0.43067655807339306,0.8,0.5,1073308|417512|522168|156341|294157,Do Útero Ao Túmulo|É Um Caso de Polícia!|Mulheres Alteradas|Polaróides Urbanas|Apneia
1174803,Eu Sou Maria,"Estou procurando um filme que envolva Cliché, simpático, e que tenha uma história parecida com algo como: maria tem 15 anos, mora com a mãe, célia, e o irmão anderson numa favela de são gonçalo, no rio de janeiro. ela quer mais do que o destino tido como tradicional para uma jovem mulher negra da favela, e deseja estudar em um colégio “forte”. ao participar de um concurso de redação em uma renomada escola particular da zona sul, seu texto impressiona a banca de avaliação e ela é aprovada junto de outros dois bolsistas. os três precisam encarar o desafio de manter suas notas altas, provar que merecem estar ali e se adaptar a um mundo de privilégio que nunca pertenceu a eles. — algo mais voltado para o gênero Drama.",1.0,1.0,0.3333333333333333,0.5,0.2,0.2,770629|294157|1174803|984466|417512,Da cor de Ébano|Apneia|Eu Sou Maria|Catarina – A Lenda da Loira do Banheiro|É Um Caso de Polícia!
623392,Whindersson Nunes: Adulto,"Estou procurando um filme que envolva comédia stand-up, e que tenha uma história parecida com algo como: o megayoutuber whindersson nunes fala sobre seu começo humilde e muito mais em uma série de histórias divertidas e músicas engraçadas. — algo mais voltado para o gênero Comédia.",0.0,0.0,0.0,0.0,0.4,0.4,1258857|565955|1435298|1073308|1429669,Chega de Cangaço|Mussum: Um Filme do Cacildis|Saudade|Do Útero Ao Túmulo|Uma Babá Muito Esquisita
238524,A Espiã que Entrou em Fria,"Estou procurando um filme que envolva agente secreto, paródia, cientista, espião feminina, e que tenha uma história parecida com algo como: o professor plácido, inventor da fórmula sigma-alfa, cobiçada por agentes de todo o mundo, é raptado por cinco espiãs, auxiliares do ambicioso schultz, e em seguida torturado. outros agentes ambicionam a fórmula, como divino e ecumênico, yuri e jane bond. esta última derrota schultz e furta a fórmula, sendo perseguida pelo industrial e ""playboy"" armando. jane descobre que a fórmula roubada é apenas a de algumas pílulas inúteis, enquanto yuri rapta o professor. a secretária deste, léa, vai em seu socorro, juntamente com armando. desbaratam a quadrilha e salvam o sigma-alfa. — algo mais voltado para o gênero Comédia, Crime.",1.0,1.0,1.0,1.0,1.0,0.6,238524|435654|1228591|331081|258206,A Espiã que Entrou em Fria|Entre Mulheres e Espiões|Doutor Monstro|Caveira My Friend|Anjos da Noite
1004292,Avassaladoras 2.0,"Estou procurando um filme que envolva nan, e que tenha uma história parecida com algo como: bebel, uma adolescente apaixonada pelo influenciador ativista ambiental j-crush. de sua casa em hollywood, ela troca mensagens com j se passando por uma atriz em ascensão. porém, sua mãe laura decide que elas irão passar férias no brasil, onde tem sua farsa desmascarada e vê os planos com o amor de sua vida escaparem. agora, com a ajuda de lu, sua melhor amiga super sincera, e sua mãe, bebel vai tentar reconquistá-lo. nessa tentativa de recuperar o amor e falar a verdade, segredos vão ser revelados e mãe e filha descobrem que têm muito mais em comum do que podem imaginar. — algo mais voltado para o gênero Comédia.",1.0,1.0,1.0,1.0,0.4,0.4,1004292|539042|318565|712745|417512,Avassaladoras 2.0|Deslembro|Diamante Bruto|Âmago|É Um Caso de Polícia!
1205651,Salada de Furtos: Os Quatro Delinquentes,"Estou procurando um filme que envolva Assalto, Bebida, e que tenha uma história parecida com algo como: quando uma bebida rara e exclusiva chega em um bar de cuiabá, quatro jovens se reunem para planejar roubá-la, mas a inexperiência e falta de entrosamento do grupo pode trazer obstáculos à missão. — algo mais voltado para o gênero Crime, Comédia.",0.0,0.0,0.0,0.0,0.8,0.4,417512|64397|331081|258206|1429782,"É Um Caso de Polícia!|Saneamento Básico, o Filme|Caveira My Friend|Anjos da Noite|Noúres"
