original_id,title,user_input,precision_at_k,recall_at_k,mrr,ndcg,binary_genre_similarity,proportional_genre_similarity,top_k_ids,top_k_titles
563183,"Copacabana, Mon Amour: A Restauração","Estou procurando um filme que envolva cinema marginal, e que tenha uma história parecida com algo como: documentário realizado sobre o processo de restauração do filme copacabana, mon amour de rogério sganzerla, produzido pela mercúrio produções. entrevista com o elenco do filme, diretor de fotografia, produtores e técnicos que trabalharam na restauração. — algo mais voltado para o gênero Documentário.",1.000000,1.000000,1.000000,1.000000,0.800000,0.800000,"563183,331240,448319,1174086,772946","Copacabana Mon Amour: A Restauração,Santos Dumont: Pré-Cineasta?,Sangue Marginal,A Coberta D'Alma,Morra.com"
928979,Bem-Vindos de Novo,"Estou procurando um filme que envolva Relacionamentos familiares, reunião de família, imigrantes trabalhadores, brasileiros japoneses, Dekassegui, imigração brasileira, e que tenha uma história parecida com algo como: pais e filhos se reencontram depois de 13 anos separados. este é o ponto de partida do filme, que acompanha o processo de reconstrução afetiva da família do diretor marcos yoshi, atravessada pelo fluxo de migrações entre o brasil e o japão, conhecido como fenômeno dekassegui. a história de uma família de descendentes de japoneses dividida entre a necessidade de garantir o sustento e o desejo de permanecerem juntos. — algo mais voltado para o gênero Documentário.",1.000000,1.000000,1.000000,1.000000,0.800000,0.800000,"928979,1417568,1388096,495469,650916","Bem-Vindos de Novo,Em Suas Mãos,Sanshin 三線,A Morte Inventada - Alienação Parental,Fico Te Devendo uma Carta do Brasil"
546026,"Inácio Garapa, Um Matuto Sonhador","Estou procurando um filme que envolva Política brasileira, economia brasileira, nordeste brasileiro, poesia brasileira, folclore brasileiro, filme independente, e que tenha uma história parecida com algo como: o filme é uma comédia que narra a história de inácio garapa, apelido que lhe foi auferido desde criança por ter sido criado com garapa de rapadura, vive da roça, mas sonha em ser um escritor, um famoso cantador de viola ou um vereador. casado com mundinha, tem dois filhos e os sonhos que o nutre para deixar a vida sofrida da roça, os leva a situações hilárias, principalmente pela rejeição aos seus devaneios por sua esposa, brava mulher sertaneja. — algo mais voltado para o gênero Comédia, Drama, Família.",1.000000,1.000000,1.000000,1.000000,1.000000,0.533333,"546026,1296847,352297,809426,8444","Inácio Garapa Um Matuto Sonhador,Suspiros Republicanos,Poder dos Afetos,Cômicos... + Cômicos...,Domésticas - O Filme"
1174445,"Othelo, O Grande","Estou procurando um filme que envolva Arquivo Imagens, Brasil, cinema brasileiro, documentário, Black Stories, e que tenha uma história parecida com algo como: sebastião bernardes de souza prata, o grande otelo, foi um dos maiores atores e comediantes do país. órfão e neto de escravos, escapou da pobreza para forjar uma carreira que rompeu todas as barreiras imagináveis para um ator negro no brasil, trabalhando com cineastas como orson welles, joaquim pedro de andrade, werner herzog, julio bressane e nelson pereira dos santos, entre tantos outros. enquanto a mídia se aproveitava de suas polêmicas, otelo moldou sua própria narrativa e discutiu o racismo que o assombrou por oito décadas, duas ditaduras e mais de cem filmes. — algo mais voltado para o gênero Documentário.",1.000000,1.000000,1.000000,1.000000,0.800000,0.800000,"1174445,480519,1122956,147874,340423","Othelo O Grande,Paulo Autran – O Senhor dos Palcos,Nelson Pereira dos Santos – Vida de Cinema,Azyllo Muito Louco,A Negação do Brasil"
447667,Rafael França: obra como testamento,"Estou procurando um filme que envolva Biografia, arte, arte contemporânea, e que tenha uma história parecida com algo como: o documentário aborda a breve e singular trajetória do artista rafael frança, marcada por um crescente afastamento dos meios tradicionais artísticos e uma enorme vontade de experimentar novas técnicas. com depoimentos de regina silveira, arlindo machado, mário ramiro e hudnilson jr., os dois últimos companheiros do artista no grupo 3nós3, o documentário reúne trechos e declarações do artista, precursor da videoarte no brasil. morto precocemente em 1991, rafael frança tratou de questões como a sexualidade e o corpo em obras caracterizadas também por uma intensa pesquisa das possibilidades de narrativa. o documentário traz ainda imagens pouco conhecidas, provenientes do acervo pessoal do artista. — algo mais voltado para o gênero Documentário.",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"447667,1149968,231238,480519,452692","Rafael França: obra como testamento,Patrícia Secco Mostra Suas Caras,A Morte de Narciso,Paulo Autran – O Senhor dos Palcos,Candeias: Da Boca pra Fora"
1262228,Todo romance termina assim,"Estou procurando um filme que envolva Ex-namorado, quadrinhos, romance, fatia de vida, escritor, LGBT, romance fracassado, romance gay, tema gay, curta-metragem, curta, quadrinse, brasileiro, animação, comédia, e que tenha uma história parecida com algo como: o romântico escritor enfaixado busca uma moral da história para explicar por que suas experiências no amor nunca terminam em “felizes para sempre”. o conflito piora quando... ops, melhor não dar spoilers! — algo mais voltado para o gênero Animação, Comédia, Fantasia, Família.",1.000000,1.000000,1.000000,1.000000,0.600000,0.300000,"1262228,749330,1165973,1073308,1276377","Todo romance termina assim,Deliciosas Traições do Amor,Ficção De Fã - O Filme,Do Útero Ao Túmulo,Fogos em mim"
1400477,Selma Light: Para os aplausos do público,"Estou procurando um filme que envolva Biografia, LGBT, Jornalismo, documentário, Selma Light, e que tenha uma história parecida com algo como: selma light, mulher transgênero, drag queen e ativista, voz proeminente do movimento lgbtqia+ de florianópolis, santa catarina, ganha um retrato de sua trajetória repleta de pioneirismos, representatividade e coragem na luta por direitos. — algo mais voltado para o gênero Documentário.",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"1400477,648822,542783,1204664,484813","Selma Light: Para os aplausos do público,LGBTs no regime militar,Maravilhosa,Bixas Pretas: Entre o Amor e Afetos,Meeting of the Waters"
1101740,Assaltaram a Gramática,"Estou procurando um filme que envolva Poesia, poesia brasileira, e que tenha uma história parecida com algo como: os poetas chacal, francisco alvim, paulo leminsky e waly salomão têm seus perfis traçados por meio de poemas apresentados de forma ficcional e performática. o filme homenageia ainda a poeta ana cristina cesar. — algo mais voltado para o gênero Documentário.",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"1101740,1432662,1372265,1318385,172293","Assaltaram a Gramática,Artéria: Poesia em Revista,O Rio Feiticeiro,Poemaria,Palavra (En)Cantada"
555817,Cano Serrado,"Estou procurando um filme que envolva Corrupção policial, tortura, oeste moderno, vingança, e que tenha uma história parecida com algo como: sargento sebastião busca vingar a morte do seu irmão, caminhoneiro, com sua arma, uma 12 cano serrado. violência e redenção em plena região centro-oeste, nos confins do cerrado brasileiro. — algo mais voltado para o gênero Ação, Crime.",1.000000,1.000000,1.000000,1.000000,0.750000,0.500000,"555817,372886,315749,417512,8439","Cano Serrado,Crime no Sacopã,Topografia De Um Desnudo,É Um Caso de Polícia!,Ônibus 174"
1222579,Versões de Mim,"Estou procurando um filme que envolva decisão, quebrando a quarta parede, memória, opções, arrependimento, e que tenha uma história parecida com algo como: lembranças, erros e arrependimentos, o que poderia ter sido? — algo mais voltado para o gênero Drama.",1.000000,1.000000,0.333333,0.500000,1.000000,1.000000,"1429782,1397304,1222579,1073308,249556","Noúres,Trópico de Leão,Versões de Mim,Do Útero Ao Túmulo,Memórias de um Estrangulador de Loiras"
1216469,Exu - Além do Bem e do Mal,"Estou procurando um filme que envolva Umbanda, Candomblé, e que tenha uma história parecida com algo como: legba, bará, eleguá, tranca-rua, diabo, capeta… exu é um dos orixás mais controversos da cultura afro. interpretado muitas vezes como o diabo pelo catolicismo é constantemente associado ao mal em diversas leituras, até mesmo por alguns autores umbandistas do passado. porém, o significado do mito exu, tanto para a umbanda, quanto para o candomblé, vai muito além de tudo isso. — algo mais voltado para o gênero Documentário.",1.000000,1.000000,1.000000,1.000000,0.600000,0.600000,"1216469,1027709,1376169,1213711,256289","Exu - Além do Bem e do Mal,Por Trás do Congá,O Diabo Em Nós,folklore: o fashion filme,Ritos Populares: Umbanda no Brasil"
1177354,Misantropia,"Estou procurando um filme que envolva Hennessy, e que tenha uma história parecida com algo como: uma jovem cercada por amigos percebe uma mudança drástica em si mesma após um acontecimento trágico. — algo mais voltado para o gênero Drama.",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"1177354,1397304,1219375,1394929,1073308","Misantropia,Trópico de Leão,O Corvo da Morte,Eu me tornei outra coisa,Do Útero Ao Túmulo"
240334,Blablablá,"Estou procurando um filme que envolva política, político, agitação política, e que tenha uma história parecida com algo como: o discurso de um governante autoritário em meio a uma grave crise nacional. desesperado para tentar recuperar uma ilusória paz e estabilidade, suas palavras se desenrolam prolixamente, sendo contestadas o tempo inteiro pela realidade do país. — algo mais voltado para o gênero Drama.",1.000000,1.000000,1.000000,1.000000,0.600000,0.600000,"240334,331081,1073308,1429782,688580","Blablablá,Caveira My Friend,Do Útero Ao Túmulo,Noúres,Ándale!"
1297253,Crenças no ensino,"Estou procurando um filme que envolva religião, universidade, e que tenha uma história parecida com algo como: estudantes de uma universidade católica falam sobre suas crenças religiosas, assim como a relação de religiões com as áreas que estudam. — algo mais voltado para o gênero Documentário.",1.000000,1.000000,1.000000,1.000000,0.600000,0.600000,"1297253,1447890,507935,636484,1218687","Crenças no ensino,Cine Lero-lero,Fé,Paulo de Tarso e A História do Cristianismo Primitivo,Untitled Jewish Film"
1029042,Os Suburbanos: O Filme,"Estou procurando um filme que envolva Rio de Janeiro, e que tenha uma história parecida com algo como: o suburbano jeferson de souza dos santos faz de tudo para encontrar o sucesso como cantor em uma banda de pagode. tendo que se dividir entre limpar a piscina do dono de uma gravadora, ter um caso tórrido com a esposa dele, se ver envolvido num golpe e ainda aceitar as novidades na família, jefinho ainda arranja tempo para compor a canção que alavancará definitivamente sua carreira musical, o hit instantâneo “xavasca guerreira”. — algo mais voltado para o gênero Comédia.",1.000000,1.000000,1.000000,1.000000,0.400000,0.400000,"1029042,146904,564782,1031342,244255","Os Suburbanos: O Filme,Rio Zona Norte,Noites Cariocas,Fábulas,Para Viver Um Grande Amor"
255545,"Filhos de João, O Admirável Mundo Novo Baiano","Estou procurando um filme que envolva 1970, comunidade, Salvador de Bahia, Brasil, futebol (futebol), música brasileira, Carnaval, e que tenha uma história parecida com algo como: a trajetória dos novos baianos, grupo encabeçado por pepeu gomes, baby do brasil, moraes moreira, luiz galvão e paulinho boca de cantor. nos anos 1970, a banda ganhou um padrinho famoso e influente: joão gilberto. — algo mais voltado para o gênero Documentário, Música.",1.000000,1.000000,1.000000,1.000000,1.000000,0.600000,"255545,1111780,362959,1137480,1359510","Filhos de João O Admirável Mundo Novo Baiano,Môa Raiz Afro Mãe,Nossa Escola de Samba,Reggae Resistência,Os Afro-Sambas: O Brasil de Baden e Vinícius"
1009772,Assalto na Paulista,"Estou procurando um filme que envolva Baseado na história verdadeira, paraguai, assalto bancário, cofre bancário, último emprego, melancólico, empático, São Paulo, e que tenha uma história parecida com algo como: rubens é um poderoso bandido do interior paulista, que resolve dar um último grande golpe com a ajuda de sua filha adotiva leônia, que fugiu da bahia depois de ser estuprada por seu pai biológico. mas nem tudo sai conforme o planejado durante o assalto aos cofres particulares de um banco na avenida paulista, coração de são paulo. rubens e leônia só vão encontrar os seus verdadeiros destinos, ao desovar os frutos deste assalto no paraguai, onde ambos entram em crise com os próprios valores existenciais. — algo mais voltado para o gênero Ação, Crime.",1.000000,1.000000,1.000000,1.000000,0.600000,0.400000,"1009772,178032,186738,145372,593637","Assalto na Paulista,Lúcio Flávio o Passageiro da Agonia,O Bandido da Luz Vermelha,O Cabeleira,Horácio"
457638,Todos Esses Dias em Que Sou Estrangeiro,"Estou procurando um filme que envolva bordel, vida urbana, prostituição, curta -metragem, violência, e que tenha uma história parecida com algo como: dois irmãos nordestinos vivem e trabalham como garçons na baixada fluminense. a dupla tenta se equilibrar em um submundo permeado por dificuldades financeiras, o baixo meretrício e a violência urbana. — algo mais voltado para o gênero Drama.",1.000000,1.000000,0.333333,0.500000,0.200000,0.200000,"283716,417512,457638,855142,64397","Vadias do Sexo Sangrento,É Um Caso de Polícia!,Todos Esses Dias em Que Sou Estrangeiro,Homens de Rua,Saneamento Básico o Filme"
475417,O som da sua voz,"Estou procurando um filme que envolva Nacional, e que tenha uma história parecida com algo como: heloísa seria uma garota normal se sua vida não fosse marcada por tragédias. a morte repentina de suas irmãs e seu pai em um trágico acidente de carro só fez as suas feridas aumentarem e a afastou por completo da mãe. sua única saída é se esconder atrás de seu canal do youtube, onde ela posta suas frustrações e exprime seus sentimentos. mas as coisas começam a piorar ainda mais quando ela encontra um diário que pertencia a uma suicida. — algo mais voltado para o gênero Thriller.",1.000000,1.000000,1.000000,1.000000,0.200000,0.200000,"475417,1180115,807459,1027254,742044","O som da sua voz,Para os Que Ficam,Menino Azul,O Acidente,O Filme da Minha Vida"
232518,O Grande Xerife,"Estou procurando um filme que envolva Mazzaropi, e que tenha uma história parecida com algo como: o carteiro de uma cidadezinha do oeste se envolve com uma quadrilha durante um assalto. o grupo mata o delegado e, por troça, nomeia o carteiro xerife. mas este faz tantas trapalhadas que acaba desmascarando o chefe do bando e prendendo todos os malfeitores. — algo mais voltado para o gênero Comédia.",1.000000,1.000000,1.000000,1.000000,0.600000,0.600000,"232518,417512,232498,258206,262793","O Grande Xerife,É Um Caso de Polícia!,Mazzaropi - O Cineasta das Platéias,Anjos da Noite,Mazzaropi"
154556,Onda nova,"Estou procurando um filme que envolva nan, e que tenha uma história parecida com algo como: o gayvotas f. c. é um time de futebol feminino patrocinado por um clube profissional. o filme acompanha as alegrias e tristezas das garotas dentro e fora dos campos, suas aventuras amorosas e desilusões, a difícil relação com pais que temem que o futebol ""masculinize"" suas filhas e a traição dos namorados. — algo mais voltado para o gênero Comédia.",1.000000,1.000000,1.000000,1.000000,0.500000,0.500000,"154556,283716,448994,362958,195452","Onda nova,Vadias do Sexo Sangrento,Eu Não Sou Daqui,Subterrâneos do Futebol,As Amorosas"
610850,Beat é Protesto: O Funk Pela Ótica Feminina,"Estou procurando um filme que envolva Funk, música funk, e que tenha uma história parecida com algo como: as mulheres estão reivindicando seu espaço dentro do universo do funk em são paulo. dançando, cantando, fazendo rimas, sendo mcs, produzindo, empresariando artistas ou organizando eventos, elas estão ganhando seu lugar com muito talento e garra. — algo mais voltado para o gênero Documentário, Música.",1.000000,1.000000,1.000000,1.000000,1.000000,0.700000,"610850,1353248,1226530,783087,947457","Beat é Protesto: O Funk Pela Ótica Feminina,Funk Brasil - 5 Visões do batidão,Terror Mandelão,A História de Um Silva,Nosso Sonho"
652648,Terceiro Andar,"Estou procurando um filme que envolva loop time, preso, realidade vs fantasia, e que tenha uma história parecida com algo como: um suspense-fantasia que nos questiona se vivemos uma rotina ou um eterno déjà-vu? — algo mais voltado para o gênero Fantasia, Mistério.",1.000000,1.000000,1.000000,1.000000,0.400000,0.400000,"652648,1041478,1164515,731953,299800","Terceiro Andar,Hora do Cálculo (Calculation Time),Ecos Do Destino,O Mito do Delírio ou o sonho de um homem ridículo,A Luneta do Tempo"
86234,O Amuleto de Ogum,"Estou procurando um filme que envolva guitarrista, criminoso, e que tenha uma história parecida com algo como: para entreter alguns ladrões, um guitarrista cego conta a história de um homem do nordeste do brasil, envolvido com criminosos que vivem nos subúrbios do rio de janeiro, que supostamente tinham um ""corpo fechado"", o que significa que seu corpo não podia ser atingido por balas ou outras armas, pelo desejo de ogum, um dos deuses do candomblé, uma religião comum no brasil e na áfrica. — algo mais voltado para o gênero Drama, Crime.",1.000000,1.000000,1.000000,1.000000,1.000000,0.700000,"86234,258206,372886,186738,111235","O Amuleto de Ogum,Anjos da Noite,Crime no Sacopã,O Bandido da Luz Vermelha,O Homem da Capa Preta"
243451,Copa de Elite,"Estou procurando um filme que envolva Copa do Mundo, e que tenha uma história parecida com algo como: o policial jorge capitão é um competente capitão do bop e um ídolo brasileiro. só que depois dele salvar de um sequestro o maior craque argentino, às vésperas da copa, acaba virando o inimigo público número 1 da nação. expulso da corporação e desacreditado pelo povo, capitão precisa reaprender a trabalhar em equipe para evitar um atentado contra o papa na final do torneio. é quando entra em cena a empresária de sex shop bia alpinistinha, um médium e sua mãe muito louca. — algo mais voltado para o gênero Comédia.",1.000000,1.000000,1.000000,1.000000,0.400000,0.400000,"243451,372310,362958,749327,426754","Copa de Elite,O Homem Que Roubou a Copa do Mundo,Subterrâneos do Futebol,Brasil Bom de Bola,Gimba Presidente dos Valentes"
263444,O Rei da Noite,"Estou procurando um filme que envolva 1940, melodrama, e que tenha uma história parecida com algo como: na década de 1940, em são paulo, o boêmio se namora com duas filhas de uma amiga de sua mãe, mas acaba se casando com uma mulher incompatível, com quem briga o tempo todo. — algo mais voltado para o gênero Drama, Romance.",1.000000,1.000000,1.000000,1.000000,0.800000,0.500000,"263444,47672,283716,236310,1282173","O Rei da Noite,Como Fazer um Filme de Amor,Vadias do Sexo Sangrento,Mar de Rosas,Loucos Amores Líquidos"
1371142,Sombras,"Estou procurando um filme que envolva racismo, suspense social, social, e que tenha uma história parecida com algo como: uma rápida ida ao supermercado se transforma em um pesadelo para marcelo quando a vigilância do segurança do lugar o fazem confundir realidade e ilusão.  sombras retrata o modo como o racismo estrutural em ambientes elitizados pode transformar situações cotidianas em angústias que deixam marcas profundas. — algo mais voltado para o gênero Thriller.",1.000000,1.000000,1.000000,1.000000,0.200000,0.200000,"1371142,1204664,1000411,1380847,1429782","Sombras,Bixas Pretas: Entre o Amor e Afetos,Autodeclarado,BOSQUE,Noúres"
326556,Crônica de um Industrial,"Estou procurando um filme que envolva Política, crise de identidade, e que tenha uma história parecida com algo como: um industrial muito rico e conservador, totalmente desprovido de valores e pouco se importando com a miséria, entra em conflito existencial e começa a procurar uma forma de conseguir sua redenção.  +selecionado para o festival de cannes em 1978, foi proibido de participar pela censura da ditadura militar (o filme não poderia ser exibido nem dentro do país, nem fora).+recebeu menção honrosa no festival de bangalore, india, 1980. — algo mais voltado para o gênero Drama.",1.000000,1.000000,1.000000,1.000000,0.400000,0.400000,"326556,331081,1073308,1088605,324446","Crônica de um Industrial,Caveira My Friend,Do Útero Ao Túmulo,Nunca Mais - o filme,Maioria absoluta"
401208,Quando a Noite Acaba em Silêncio,"Estou procurando um filme que envolva até a próxima, e que tenha uma história parecida com algo como: quais as palavras certas para dizer em uma despedida? lucas vai partir e deixar o apartamento que divide com artur. poucas palavras e muito café, em uma noite fria, um presente perdido e um adeus necessário. — algo mais voltado para o gênero Drama.",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"401208,1367817,1321083,1429782,1117648","Quando a Noite Acaba em Silêncio,Memória Imóvel,Cinquenta e oito semanas,Noúres,Um Adeus Necessário"
1294017,Doleira: A História de Nelma Kodama,"Estou procurando um filme que envolva nan, e que tenha uma história parecida com algo como: depois de sair da prisão, a doleira nelma kodama conta como se meteu em um dos maiores escândalos de corrupção do brasil. — algo mais voltado para o gênero Documentário, Crime.",1.000000,1.000000,1.000000,1.000000,1.000000,0.625000,"1294017,372886,536797,315749,637847","Doleira: A História de Nelma Kodama,Crime no Sacopã,Na Mira do Assassino,Topografia De Um Desnudo,Encarcerados"
1286849,O Legado dos Vaga-lumes,"Estou procurando um filme que envolva LGBT, Festividade Popular, Documentário Social e Cultural, Ativismo LGBT, Direitos LGBT, Rainbow, e que tenha uma história parecida com algo como: o curta aborda a importância social e histórica do rainbowfest para juiz de fora, explorando a primeira edição feita após a morte de um de seus fundadores, marcos trajano. — algo mais voltado para o gênero Documentário.",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"1286849,648822,542783,832399,1195704","O Legado dos Vaga-lumes,LGBTs no regime militar,Maravilhosa,Além de Petro Viado,Mentiras Revolucionárias"
267478,Os Irmãos Roberto,"Estou procurando um filme que envolva nan, e que tenha uma história parecida com algo como: ícones do movimento modernista brasileiro na arquitetura, com vasta produção como o premiado prédio da abi e o aeroporto santos dumont, os irmãos roberto recebem nesta obra sua merecida retrospectiva. — algo mais voltado para o gênero Documentário.",1.000000,1.000000,1.000000,1.000000,0.750000,0.750000,"267478,272405,315749,456131,164120","Os Irmãos Roberto,O Gigante,Topografia De Um Desnudo,O Rei da Vela,Tropicália"
945699,Joaquim,"Estou procurando um filme que envolva Amor secreto, assassino, canibal, e que tenha uma história parecida com algo como: depois de uma tragédia segredos são revelados. — algo mais voltado para o gênero Thriller, Terror.",1.000000,1.000000,1.000000,1.000000,0.800000,0.500000,"945699,1380847,465684,622714,454495","Joaquim,BOSQUE,Fragmentos de Uma Vida,Açougueiros,Horror no Cinema Nacional"
65140,Tieta do Agreste,"Estou procurando um filme que envolva nan, e que tenha uma história parecida com algo como: aos 17 anos de idade, tieta (patrícia frança) viveu aventuras amorosas que escandalizaram a população e fizeram com que seu pai, zé esteves (chico anysio), a expulsasse da cidade. afastada de sua família e amigos, tieta manteve contato através de cartas, enviando ainda ajuda financeira a seu pai e suas duas irmãs.  até que, 26 anos após ser expulsa, tieta (sônia braga) retorna à cidade de santana do agreste, acompanhada por leonora (cláudia abreu), sua suposta enteada. a presença de tieta na cidade transforma por completo a pacata vida do local, principalmente de seu sobrinho ricardo (heitor martinez), filho da interesseira perpétua (marília pêra), e do aspirante a prefeito, ascânio (leon góes). — algo mais voltado para o gênero Comédia.",1.000000,1.000000,1.000000,1.000000,0.200000,0.200000,"65140,318565,749116,379754,539042","Tieta do Agreste,Diamante Bruto,Cidade; Campo,Os Marginais,Deslembro"
786375,A Primeira Morte de Joana,"Estou procurando um filme que envolva Chegando à maioridade, morte na família, relacionamento mãe filha, bullying escolar, e que tenha uma história parecida com algo como: joana, 13 anos, quer descobrir por que sua tia-avó faleceu aos 70 anos sem nunca ter namorado alguém. ao encarar os valores da comunidade em que vive no sul do brasil, percebe que todas as mulheres da sua família guardam segredos, o que traz à tona algo escondido nela mesma. — algo mais voltado para o gênero Drama.",1.000000,1.000000,1.000000,1.000000,0.800000,0.800000,"786375,661409,539042,110262,308704","A Primeira Morte de Joana,Tranças,Deslembro,Podecrer!,A Misteriosa Morte de Pérola"
297278,Na Quebrada,"Estou procurando um filme que envolva Biografia, agressiva, provocativa, absurda, sentimental, admiradora, adoradora, divertida, antagônica, impressionada, otimista, e que tenha uma história parecida com algo como: baseado em fatos reais, o filme segue a trajetória de um grupo de jovens de classe baixa, como júnior, talentoso no conserto de televisões, zeca, que testemunhou uma chacina, joana, garota que sonha com a mãe desconhecida e gerson, cujo pai está na prisão desde que nasceu. entre histórias de perdas e violência, eles descobrem uma nova maneira de expressar as suas ideias e as suas emoções: o cinema. — algo mais voltado para o gênero Drama.",1.000000,1.000000,1.000000,1.000000,0.600000,0.600000,"297278,1073308,294157,417512,1397304","Na Quebrada,Do Útero Ao Túmulo,Apneia,É Um Caso de Polícia!,Trópico de Leão"
364691,Não Devore Meu Coração,"Estou procurando um filme que envolva Border, gangue de motocicletas, romance adolescente, e que tenha uma história parecida com algo como: joca (eduardo macedo), um jovem de treze anos, descobre o amor quando conhece basano (adeli benitez), uma menina paraguaia. no entanto, para conquistá-la, joca passará por grandes dificuldades relativos a problemas de fronteira entre o brasil e o paraguai e a relação seu irmão fernando (cauã reymond), um homem que pertence a uma perigosa gangue de motociclistas. — algo mais voltado para o gênero Aventura, Drama.",1.000000,1.000000,1.000000,1.000000,0.800000,0.500000,"364691,1075400,471445,64463,229664","Não Devore Meu Coração,Luana Adolescente - O Filme,Motorrad,Cabeça a Prêmio,Corpos Celestes"
496874,O Segredo de Davi,"Estou procurando um filme que envolva assassino em série, tema gay, e que tenha uma história parecida com algo como: davi é um tímido estudante de cinema que esconde um passado sombrio. ao visitar sua vizinha maria, um instinto esquecido vem a tona e davi comete o seu primeiro assassinato. na manhã seguinte, para surpresa de davi, maria reaparece em seu apartamento e passa a influenciar o garoto a seguir numa jornada de crimes que revelarão sua verdadeira natureza: a de um serial killer. — algo mais voltado para o gênero Crime, Drama, Terror.",1.000000,1.000000,1.000000,1.000000,0.800000,0.400000,"496874,1288067,1073308,417512,890385","O Segredo de Davi,Rei Davi,Do Útero Ao Túmulo,É Um Caso de Polícia!,David is Dead"
564427,Minha Vida em Marte,"Estou procurando um filme que envolva nan, e que tenha uma história parecida com algo como: fernanda está casada com tom, com quem tem uma filha de cinco anos, joana. o casal está em meio ao desgaste causado pelo convívio por muitos anos, o que gera atritos constantes. quem a ajuda a superar a crise é seu sócio aníbal, parceiro inseparável durante a árdua jornada entre salvar o casamento ou pôr fim a ele. — algo mais voltado para o gênero Comédia, Romance.",1.000000,1.000000,1.000000,1.000000,0.500000,0.500000,"564427,47672,1376169,409107,261452","Minha Vida em Marte,Como Fazer um Filme de Amor,O Diabo Em Nós,Beduino,Luz Cama Ação!"
680615,O Cemitério das Almas Perdidas,"Estou procurando um filme que envolva demônio, povos nativos, e que tenha uma história parecida com algo como: corrompido pelo poder do livro negro de cipriano, um jesuíta e seus seguidores iniciam um reinado de terror no brasil colonial, até serem amaldiçoados a viver eternamente presos sob os túmulos de um cemitério. agora, séculos depois, eles estão prontos para se libertar e espalhar sua maldade em todo o mundo. — algo mais voltado para o gênero Fantasia, Terror.",1.000000,1.000000,1.000000,1.000000,0.800000,0.500000,"680615,527608,465684,352297,326307","O Cemitério das Almas Perdidas,Encarnacion del Tinhoso,Fragmentos de Uma Vida,Poder dos Afetos,Nosferato no Brasil"
605402,Nudista à Força,"Estou procurando um filme que envolva Hotel, interpol, pianista, falsificador, naturismo, e que tenha uma história parecida com algo como: clementino fortuna é um grande falsário internacional que está sendo caçado pela interpol. ao chegar a são paulo, numa escala de sua viagem de buenos aires para o rio de janeiro (onde tem um encontro marcado com seus cúmplices), ele percebe a presença da polícia e tenta escapar, sendo atropelado e indo parar num hospital. porém, clementino tem um sósia idêntico, o pianista zeferino, que também está viajando para o rio com sua esposa – uma cantora lírica – e sua filha. confundido com o falsário, zeferino é levado para um hotel, onde acaba sendo raptado pelos membros de uma gangue, que estão atrás das matrizes com as quais clementino vinha falsificando uma fortuna em dólares. — algo mais voltado para o gênero Comédia.",1.000000,1.000000,1.000000,1.000000,0.400000,0.400000,"605402,417512,244255,152242,915985","Nudista à Força,É Um Caso de Polícia!,Para Viver Um Grande Amor,Rio Babilônia,Noctiluzes"
32254,Salve Geral,"Estou procurando um filme que envolva São Paulo, Brasil, Salve Geral, e que tenha uma história parecida com algo como: lúcia é uma mulher simples, de classe média, que acabou de ter um baque na vida: é viúva e o pagamento da pensão de seu marido aeroviário foi interrompido e seu sustento ficou comprometido. além disso, seu filho rafael foi preso. enquanto lúcia negocia a liberdade do filho, ruiva, advogada do comando está desesperada. ambas precisam de dinheiro, muito dinheiro. numa das ligações fetias por ruiva, uma revelação: lúcia está com uma pasta de dinheiro do comando. agora, tanto ruiva como vera precisam do mesmo dinheiro. o que conduz a um final eletrizante. — algo mais voltado para o gênero Crime, Drama.",1.000000,1.000000,1.000000,1.000000,0.600000,0.400000,"32254,651907,555305,1165832,245869","Salve Geral,Pureza,Filme Ensaio,Bala Sem Nome,Selva Trágica"
1255404,Lagoa do Nado - A festa de um parque,"Estou procurando um filme que envolva Parque, ecologismo, Belo Horizonte, Brasil, Partido, e que tenha uma história parecida com algo como: em uma fazenda abandonada no subúrbio de belo horizonte, nasceu um movimento de jovens skatistas, músicos e artesãos e uma festa que não apenas celebrou, mas uniu uma comunidade. à medida que as músicas ecoavam e as crianças brincavam, o sentimento de pertencimento crescia, alimentado pela alegria compartilhada e pelo desejo de transformar sonhos em realidade. — algo mais voltado para o gênero Documentário.",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"1255404,949901,1067314,573643,719274","Lagoa do Nado - A festa de um parque,ARCÂNGELO,Filme de Luta,Um Filme de Verão,Memórias de Izidora"
